"","1"
"V3391",0.000673472690836072
"V3392",0
"V3393",0.000787873422309179
"V3394",0
"V3395",0
"V3396",0
"V3397",0.00374731303722412
"V3398",0
"V3399",0
"V3400",0
"V3401",0
"V3402",0
"V3403",0
"V3404",0
"V3405",0
"V3406",0
"V3407",0
"V3408",0
"V3409",0
"V3410",0
"V3411",0
"V3412",0.00152140493824775
"V3413",0
"V3414",0
"V3415",0.00165054363927303
"V3416",0
"V3417",0
"V3418",0
"V3419",-7.06245357681723e-05
"V3420",0
"V3421",0
"V3422",0
"V3423",0
"V3424",0
"V3425",0
"V3426",0.0013108784751104
"V3427",0
"V3428",0
"V3429",0
"V3430",0
"V3431",0
"V3432",0.000312460970472018
"V3433",0
"V3434",0
"V3435",0
"V3436",0
"V3437",0.00166450989132544
"V3438",0.000322636280522126
"V3439",0
"V3440",0
"V3441",0
"V3442",0
"V3443",0
"V3444",0
"V3445",0
"V3446",0
"V3447",0
"V3448",0.00153151421384667
"V3449",0
"V3450",0.00101187959306388
"V3451",0
"V3452",0.00131624989530201
"V3453",0
"V3454",0
"V3455",-0.000956362617243152
"V3456",0
"V3457",0
"V3458",0
"V3459",0
"V3460",0
"V3461",0
"V3462",0
"V3463",0
"V3464",0
"V3465",0.000444057600167641
"V3466",0
"V3467",0
"V3468",0
"V3469",0
"V3470",0
"V3471",0
"V3472",0
"V3473",0.000368062821147226
"V3474",0
"V3475",0
"V3476",0
"V3477",0
"V3478",0
"V3479",0
"V3480",0
"V3481",0.00083431212133638
"V3482",0
"V3483",0
"V3484",0
"V3485",0
"V3486",0
"V3487",0
"V3488",0
"V3489",0
"V3490",0
"V3491",0
"V3492",0
"V3493",0
"V3494",0
"V3495",0
"V3496",0
"V3497",0
"V3498",0
"V3499",0
"V3500",0
"V3501",0
"V3502",0
"V3503",0
"V3504",0
"V3505",0
"V3506",0
"V3507",0
"V3508",0
"V3509",0
"V3510",0
"V3511",0
"V3512",0
"V3513",0
"V3514",0
"V3515",0
"V3516",0
"V3517",0
"V3518",0
"V3519",0
"V3520",0
"V3521",0
"V3522",0
"V3523",0
"V3524",0
"V3525",0
"V3526",0
"V3527",0
"V3528",0
"V3529",0
"V3530",0
"V3531",0
"V3532",0
"V3533",0
"V3534",0
"V3535",0
"V3536",0
"V3537",0
"V3538",0
"V3539",0
"V3540",0
"V3541",0
"V3542",0
"V3543",0
"V3544",0
"V3545",0
"V3546",0
"V3547",0
"V3548",0
"V3549",0
"V3550",0
"V3551",0
"V3552",0
"V3553",0
"V3554",0
"V3555",0
"V3556",0
"V3557",0
"V3558",0
"V3559",0
"V3560",0
"V3561",0
"V3562",0
"V3563",0
"V3564",0
"V3565",0
"V3566",0
"V3567",0
"V3568",0
"V3569",0
"V3570",0
"V3571",0
"V3572",0.000302822461064014
"V3573",0
"V3574",0
"V3575",0.000768023431634954
"V3576",0
"V3577",0
"V3578",-0.00232697460184296
"V3579",0
"V3580",0
"V3581",0
"V3582",0
"V3583",0
"V3584",0
"V3585",0.00180171576241167
"V3586",0.000698008544150571
"V3587",0
"V3588",0
"V3589",0
"V3590",0
"V3591",0
"V3592",0.00106283650910517
"V3593",0
"V3594",0
"V3595",0
"V3596",0
"V3597",0
"V3598",0
"V3599",0
"V3600",0
"V3601",0.000597013491832777
"V3602",0
"V3603",0
"V3604",0.000269354007992986
"V3605",0
"V3606",-0.000844892497620093
"V3607",0
"V3608",-0.000853340776154468
"V3609",0
"V3610",0
"V3611",0
"V3612",0
"V3613",0
"V3614",0
"V3615",0
"V3616",0
"V3617",0
"V3618",0
"V3619",0
"V3620",0
"V3621",0
"V3622",0
"V3623",0
"V3624",0
"V3625",0
"V3626",0
"V3627",0
"V3628",0
"V3629",0
"V3630",0
"V3631",0
"V3632",0
"V3633",0
"V3634",0
"V3635",0
"V3636",0
"V3637",0
"V3638",0
"V3639",0
"V3640",0
"V3641",0
"V3642",0
"V3643",0
"V3644",0
"V3645",0
"V3646",0
"V3647",0
"V3648",0
"V3649",0
"V3650",0
"V3651",0
"V3652",0
"V3653",0
"V3654",0
"V3655",0
"V3656",0
"V3657",0
"V3658",0
"V3659",0
"V3660",0
"V3661",0
"V3662",0
"V3663",0
"V3664",0
"V3665",0
"V3666",0
"V3667",0
"V3668",0
"V3669",0
"V3670",0
"V3671",0
"V3672",0
"V3673",0
"V3674",0
"V3675",0
"V3676",0
"V3677",0
"V3678",0
"V3679",0
"V3680",0
"V3681",0
"V3682",0
"V3683",0
"V3684",0
"V3685",0
"V3686",0
"V3687",0
"V3688",0
"V3689",0
"V3690",0
"V3691",0
"V3692",0
"V3693",0
"V3694",0
"V3695",0
"V3696",0
"V3697",0
"V3698",0
"V3699",0
"V3700",0
"V3701",0
"V3702",0
"V3703",0
"V3704",0
"V3705",0
"V3706",0
"V3707",0
"V3708",0
"V3709",0
"V3710",0
"V3711",0
"V3712",0
"V3713",0
"V3714",0
"V3715",0
"V3716",0
"V3717",0
"V3718",0
"V3719",0
"V3720",0
"V3721",0
"V3722",0
"V3723",0
"V3724",0
"V3725",0
"V3726",0
"V3727",0
"V3728",0
"V3729",0
"V3730",0
"V3731",0
"V3732",0
"V3733",0
"V3734",0
"V3735",0
"V3736",0
"V3737",0
"V3738",0
"V3739",0
"V3740",0
"V3741",0
"V3742",0
"V3743",0
"V3744",0
"V3745",0
"V3746",0
"V3747",0
"V3748",0
"V3749",0
"V3750",0
"V3751",0
"V3752",0
"V3753",0
"V3754",0
"V3755",0
"V3756",0
"V3757",0
"V3758",0
"V3759",0
"V3760",0
"V3761",0
"V3762",0
"V3763",0
"V3764",0
"V3765",0
"V3766",0
"V3767",0
"V3768",0
"V3769",0
"V3770",0
"V3771",0
"V3772",0
"V3773",0
"V3774",0
"V3775",0
"V3776",0
"V3777",0
"V3778",0
"V3779",0
"V3780",0
"V3781",0
"V3782",0
"V3783",0
"V3784",0
"V3785",0
"V3786",0
"V3787",0
"V3788",0
"V3789",0
"V3790",0
"V3791",0
"V3792",0
"V3793",0
"V3794",0
"V3795",0
"V3796",0
"V3797",0
"V3798",0
"V3799",0
"V3800",0
"V3801",0
"V3802",0
"V3803",0
"V3804",0
"V3805",0
"V3806",0
"V3807",0
"V3808",0
"V3809",0
"V3810",0
"V3811",0
"V3812",0
"V3813",0
"V3814",0
"V3815",0
"V3816",0
"V3817",0
"V3818",0
"V3819",0
"V3820",0
"V3821",0
"V3822",0
"V3823",0
"V3824",0
"V3825",0
"V3826",0
"V3827",0
"V3828",0
"V3829",0
"V3830",0
"V3831",0
"V3832",0
"V3833",0
"V3834",0
"V3835",0
"V3836",0
"V3837",0
"V3838",0
"V3839",0
"V3840",0
"V3841",0
"V3842",0
"V3843",0
"V3844",0
"V3845",0
"V3846",0
"V3847",0
"V3848",0
"V3849",0
"V3850",0
"V3851",0
"V3852",0
"V3853",0
"V3854",0
"V3855",0
"V3856",0
"V3857",0
"V3858",0
"V3859",0
"V3860",0
"V3861",0
"V3862",0
"V3863",0
"V3864",0
"V3865",0
"V3866",0
"V3867",0
"V3868",0
"V3869",0
"V3870",0
"V3871",0
"V3872",0
"V3873",0
"V3874",0
"V3875",0
"V3876",0
"V3877",0
"V3878",0
"V3879",0
"V3880",0
